cnpj,codigo,descricao
42799163000126,4637199,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente
42799163000126,4644302,Comércio atacadista de medicamentos e drogas de uso veterinário
42799163000126,4645101,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios"
42799163000126,4664800,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças"
42799163000126,7319002,Promoção de vendas
42799163000126,7320300,Pesquisas de mercado e de opinião pública
38220468000164,8630503,Atividade médica ambulatorial restrita a consultas
40432544011262,4221904,Construção de estações e redes de telecomunicações
40432544011262,4321500,Instalação e manutenção elétrica
40432544011262,4752100,Comércio varejista especializado de equipamentos de telefonia e comunicação
40432544011262,6022502,"Atividades relacionadas à televisão por assinatura, exceto programadoras"
40432544011262,6110801,Serviços de telefonia fixa comutada - STFC
40432544011262,6110803,Serviços de comunicação multimídia - SCM
40432544011262,6110899,Serviços de telecomunicações por fio não especificados anteriormente
40432544011262,6141800,Operadoras de televisão por assinatura por cabo
40432544011262,6142600,Operadoras de televisão por assinatura por microondas
40432544011262,6143400,Operadoras de televisão por assinatura por satélite
40432544011262,6190602,Provedores de voz sobre protocolo internet - VOIP
40432544011262,6190699,Outras atividades de telecomunicações não especificadas anteriormente
40432544011262,6202300,Desenvolvimento e licenciamento de programas de computador customizáveis
40432544011262,6203100,Desenvolvimento e licenciamento de programas de computador não-customizáveis
40432544011262,6311900,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet"
40432544011262,7112000,Serviços de engenharia
40432544011262,7490104,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários"
40432544011262,7739099,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador"
40432544011262,7740300,Gestão de ativos intangíveis não-financeiros
17771775000163,0,
03133185000109,3314706,"Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas"
03133185000109,4322302,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração"
03133185000109,4753900,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
03133185000109,4757100,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação"
24725496000129,8711504,Centros de apoio a pacientes com câncer e com AIDS
24725496000129,9499500,Atividades associativas não especificadas anteriormente
36276204000105,7490199,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente"
37537770000188,8640209,Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos
37537770000188,8690999,Outras atividades de atenção à saúde humana não especificadas anteriormente
42925965000135,8630502,Atividade médica ambulatorial com recursos para realização de exames complementares
42925965000135,8630599,Atividades de atenção ambulatorial não especificadas anteriormente
42925965000135,8640205,"Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia"
42925965000135,8640207,"Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética"
42925965000135,8640208,"Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos"
42925965000135,8640209,Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos
42925965000135,8650002,Atividades de profissionais da nutrição
42925965000135,8650003,Atividades de psicologia e psicanálise
42925965000135,8650006,Atividades de fonoaudiologia
42925965000135,8650099,Atividades de profissionais da área de saúde não especificadas anteriormente
03945035000191,4618401,"Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria"
03945035000191,4637199,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente
03945035000191,4645101,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios"
03945035000191,4646001,Comércio atacadista de cosméticos e produtos de perfumaria
03945035000191,4646002,Comércio atacadista de produtos de higiene pessoal
03945035000191,4649408,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar"
03945035000191,4771701,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas"
03945035000191,8299799,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
25031668000127,4614100,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves"
25031668000127,4637199,Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente
25031668000127,4639701,Comércio atacadista de produtos alimentícios em geral
25031668000127,4639702,"Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada"
25031668000127,4642702,Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho
25031668000127,4644301,Comércio atacadista de medicamentos e drogas de uso humano
25031668000127,4645102,Comércio atacadista de próteses e artigos de ortopedia
25031668000127,4646001,Comércio atacadista de cosméticos e produtos de perfumaria
25031668000127,4646002,Comércio atacadista de produtos de higiene pessoal
25031668000127,4649408,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar"
25031668000127,4664800,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças"
25031668000127,7490199,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente"
25031668000127,7739002,"Aluguel de equipamentos científicos, médicos e hospitalares, sem operador"
25031668000127,8599604,Treinamento em desenvolvimento profissional e gerencial
44945410000180,161099,Atividades de apoio à agricultura não especificadas anteriormente
44945410000180,3831999,"Recuperação de materiais metálicos, exceto alumínio"
44945410000180,4211101,Construção de rodovias e ferrovias
44945410000180,4221904,Construção de estações e redes de telecomunicações
44945410000180,4221905,Manutenção de estações e redes de telecomunicações
44945410000180,4299599,Outras obras de engenharia civil não especificadas anteriormente
44945410000180,4311802,Preparação de canteiro e limpeza de terreno
44945410000180,4313400,Obras de terraplenagem
44945410000180,4321500,Instalação e manutenção elétrica
44945410000180,4329104,"Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos"
44945410000180,4330405,Aplicação de revestimentos e de resinas em interiores e exteriores
44945410000180,4330499,Outras obras de acabamento da construção
44945410000180,4399101,Administração de obras
44945410000180,4399102,Montagem e desmontagem de andaimes e outras estruturas temporárias
44945410000180,4399103,Obras de alvenaria
44945410000180,4520004,Serviços de alinhamento e balanceamento de veículos automotores
44945410000180,4520006,Serviços de borracharia para veículos automotores
44945410000180,4520007,"Serviços de instalação, manutenção e reparação de acessórios para veículos automotores"
44945410000180,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores
44945410000180,4744099,Comércio varejista de materiais de construção em geral
44945410000180,4921301,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal"
44945410000180,4923001,Serviço de táxi
44945410000180,4923002,Serviço de transporte de passageiros - locação de automóveis com motorista
44945410000180,4924800,Transporte escolar
44945410000180,4929902,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional"
44945410000180,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal."
44945410000180,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
44945410000180,4930204,Transporte rodoviário de mudanças
44945410000180,7112000,Serviços de engenharia
44945410000180,7490104,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários"
44945410000180,7711000,Locação de automóveis sem condutor
44945410000180,7719599,"Locação de outros meios de transporte não especificados anteriormente, sem condutor"
44945410000180,7731400,Aluguel de máquinas e equipamentos agrícolas sem operador
44945410000180,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes"
44945410000180,7732202,Aluguel de andaimes
44945410000180,7733100,Aluguel de máquinas e equipamentos para escritórios
44945410000180,7739099,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador"
44945410000180,9603301,Gestão e manutenção de cemitérios
44120585000159,9609299,Outras atividades de serviços pessoais não especificadas anteriormente
41105673000193,3313999,"Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente"
41105673000193,3321000,Instalação de máquinas e equipamentos industriais
41105673000193,4322302,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração"
41105673000193,4742300,Comércio varejista de material elétrico
29660770000142,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática
29660770000142,4753900,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
29660770000142,9511800,Reparação e manutenção de computadores e de equipamentos periféricos
29660770000142,9512600,Reparação e manutenção de equipamentos de comunicação
29660770000142,9521500,Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico
15515071000102,4520001,Serviços de manutenção e reparação mecânica de veículos automotores
15515071000102,4520002,Serviços de lanternagem ou funilaria e pintura de veículos automotores
15515071000102,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores
15515071000102,4530704,Comércio a varejo de peças e acessórios usados para veículos automotores
15515071000102,4541206,Comércio a varejo de peças e acessórios novos para motocicletas e motonetas
15515071000102,4543900,Manutenção e reparação de motocicletas e motonetas
15515071000102,4742300,Comércio varejista de material elétrico
15515071000102,4744001,Comércio varejista de ferragens e ferramentas
15515071000102,4753900,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
15515071000102,4757100,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação"
38486817000194,0,
34364692000179,1092900,Fabricação de biscoitos e bolachas
34364692000179,1096100,Fabricação de alimentos e pratos prontos
34364692000179,1099699,Fabricação de outros produtos alimentícios não especificados anteriormente
34364692000179,5611203,"Lanchonetes, casas de chá, de sucos e similares"
34364692000179,7729202,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais"
34364692000179,7739003,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes"
34364692000179,8230001,"Serviços de organização de feiras, congressos, exposições e festas"
15375477000129,4520003,Serviços de manutenção e reparação elétrica de veículos automotores
15375477000129,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores
15375477000129,4530704,Comércio a varejo de peças e acessórios usados para veículos automotores
15375477000129,4732600,Comércio varejista de lubrificantes
06091026000179,161002,Serviço de poda de árvores para lavouras
06091026000179,4120400,Construção de edifícios
06091026000179,4213800,"Obras de urbanização - ruas, praças e calçadas"
06091026000179,4221903,Manutenção de redes de distribuição de energia elétrica
06091026000179,4299599,Outras obras de engenharia civil não especificadas anteriormente
06091026000179,4319300,Serviços de preparação do terreno não especificados anteriormente
06091026000179,4329104,"Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos"
06091026000179,6810201,Compra e venda de imóveis próprios
06091026000179,7711000,Locação de automóveis sem condutor
06091026000179,7731400,Aluguel de máquinas e equipamentos agrícolas sem operador
06091026000179,8130300,Atividades paisagísticas
12076332000139,8230001,"Serviços de organização de feiras, congressos, exposições e festas"
12076332000139,9001906,Atividades de sonorização e de iluminação
12076332000139,7420001,"Atividades de produção de fotografias, exceto aérea e submarina"
12076332000139,5912099,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente"
12076332000139,7319099,Outras atividades de publicidade não especificadas anteriormente
10670994000107,4642702,Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho
10670994000107,4646002,Comércio atacadista de produtos de higiene pessoal
10670994000107,4649499,Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente
10670994000107,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática
10670994000107,4753900,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
10670994000107,4754701,Comércio varejista de móveis
10670994000107,4754703,Comércio varejista de artigos de iluminação
10670994000107,4755501,Comércio varejista de tecidos
10670994000107,4755502,Comercio varejista de artigos de armarinho
10670994000107,4755503,"Comercio varejista de artigos de cama, mesa e banho"
10670994000107,4756300,Comércio varejista especializado de instrumentos musicais e acessórios
10670994000107,4757100,"Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação"
10670994000107,4759899,Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente
10670994000107,4761001,Comércio varejista de livros
10670994000107,4762800,"Comércio varejista de discos, CDs, DVDs e fitas"
10670994000107,4763601,Comércio varejista de brinquedos e artigos recreativos
10670994000107,4763602,Comércio varejista de artigos esportivos
10670994000107,4772500,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal"
10670994000107,4781400,Comércio varejista de artigos do vestuário e acessórios
10670994000107,4782201,Comércio varejista de calçados
10670994000107,4789001,"Comércio varejista de suvenires, bijuterias e artesanatos"
10670994000107,4789007,Comércio varejista de equipamentos para escritório
10670994000107,4789099,Comércio varejista de outros produtos não especificados anteriormente
08783141000130,2330302,Fabricação de artefatos de cimento para uso na construção
08783141000130,2330305,Preparação de massa de concreto e argamassa para construção
08783141000130,2330399,"Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes"
64241508000164,0,
11384055000169,161099,Atividades de apoio à agricultura não especificadas anteriormente
11384055000169,210107,Extração de madeira em florestas plantadas
11384055000169,210108,Produção de carvão vegetal - florestas plantadas
11384055000169,230600,Atividades de apoio à produção florestal
11384055000169,1610203,Serrarias com desdobramento de madeira em bruto
11384055000169,1610205,Serviço de tratamento de madeira realizado sob contrato
11384055000169,4744099,Comércio varejista de materiais de construção em geral
11384055000169,4789099,Comércio varejista de outros produtos não especificados anteriormente
11384055000169,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal."
11384055000169,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
11384055000169,4930203,Transporte rodoviário de produtos perigosos
11384055000169,7731400,Aluguel de máquinas e equipamentos agrícolas sem operador
35558912000168,210107,Extração de madeira em florestas plantadas
35558912000168,230600,Atividades de apoio à produção florestal
35558912000168,2330302,Fabricação de artefatos de cimento para uso na construção
35558912000168,2399199,Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente
35558912000168,2511000,Fabricação de estruturas metálicas
35558912000168,3811400,Coleta de resíduos não-perigosos
35558912000168,4211101,Construção de rodovias e ferrovias
35558912000168,4212000,Construção de obras de arte especiais
35558912000168,4213800,"Obras de urbanização - ruas, praças e calçadas"
35558912000168,4221902,Construção de estações e redes de distribuição de energia elétrica
35558912000168,4221904,Construção de estações e redes de telecomunicações
35558912000168,4222701,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação"
35558912000168,4292801,Montagem de estruturas metálicas
35558912000168,4299501,Construção de instalações esportivas e recreativas
35558912000168,4299599,Outras obras de engenharia civil não especificadas anteriormente
35558912000168,4311802,Preparação de canteiro e limpeza de terreno
35558912000168,4313400,Obras de terraplenagem
35558912000168,4321500,Instalação e manutenção elétrica
35558912000168,4322302,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração"
35558912000168,4329104,"Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos"
35558912000168,4399101,Administração de obras
35558912000168,4399103,Obras de alvenaria
35558912000168,4520001,Serviços de manutenção e reparação mecânica de veículos automotores
35558912000168,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores
35558912000168,4732600,Comércio varejista de lubrificantes
35558912000168,4744004,"Comércio varejista de cal, areia, pedra britada, tijolos e telhas"
35558912000168,4744099,Comércio varejista de materiais de construção em geral
35558912000168,4923002,Serviço de transporte de passageiros - locação de automóveis com motorista
35558912000168,4924800,Transporte escolar
35558912000168,4929901,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal"
35558912000168,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
35558912000168,4930203,Transporte rodoviário de produtos perigosos
35558912000168,7711000,Locação de automóveis sem condutor
35558912000168,7719599,"Locação de outros meios de transporte não especificados anteriormente, sem condutor"
35558912000168,7731400,Aluguel de máquinas e equipamentos agrícolas sem operador
35558912000168,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes"
35558912000168,7732202,Aluguel de andaimes
35558912000168,7739001,"Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador"
35558912000168,7739099,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador"
35558912000168,8129000,Atividades de limpeza não especificadas anteriormente
29186612000100,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática
29186612000100,6209100,"Suporte técnico, manutenção e outros serviços em tecnologia da informação"
15194844000198,1821100,Serviços de pré-impressão
15194844000198,4761002,Comércio varejista de jornais e revistas
15194844000198,5811500,Edição de livros
15194844000198,5812302,Edição de jornais não diários
15194844000198,5813100,Edição de revistas
15194844000198,5819100,"Edição de cadastros, listas e de outros produtos gráficos"
15194844000198,7319004,Consultoria em publicidade
15194844000198,7410299,atividades de design não especificadas anteriormente
15194844000198,7420001,"Atividades de produção de fotografias, exceto aérea e submarina"
15194844000198,7420004,Filmagem de festas e eventos
15194844000198,8230001,"Serviços de organização de feiras, congressos, exposições e festas"
21154554000113,0,
21749690000156,4781400,Comércio varejista de artigos do vestuário e acessórios
21749690000156,4520005,"Serviços de lavagem, lubrificação e polimento de veículos automotores"
21749690000156,4785799,Comércio varejista de outros artigos usados
33725719000149,9329899,Outras atividades de recreação e lazer não especificadas anteriormente
33725719000149,9609299,Outras atividades de serviços pessoais não especificadas anteriormente
33725719000149,8230001,"Serviços de organização de feiras, congressos, exposições e festas"
33725719000149,8230002,Casas de festas e eventos
33725719000149,5611205,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento"
07904801000120,2330399,"Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes"
07904801000120,2512800,Fabricação de esquadrias de metal
07904801000120,2542000,"Fabricação de artigos de serralheria, exceto esquadrias"
07904801000120,4213800,"Obras de urbanização - ruas, praças e calçadas"
07904801000120,4299599,Outras obras de engenharia civil não especificadas anteriormente
07904801000120,4330499,Outras obras de acabamento da construção
07904801000120,4744002,Comércio varejista de madeira e artefatos
07904801000120,4744099,Comércio varejista de materiais de construção em geral
07904801000120,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
07904801000120,4930203,Transporte rodoviário de produtos perigosos
31206797000101,4722901,Comércio varejista de carnes - açougues
31206797000101,4722902,Peixaria
31206797000101,4723700,Comércio varejista de bebidas
31206797000101,4784900,Comércio varejista de gás liqüefeito de petróleo (GLP)
00390052000111,2632900,"Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios"
00390052000111,3321000,Instalação de máquinas e equipamentos industriais
00390052000111,4329104,"Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos"
00390052000111,4652400,Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação
00390052000111,4752100,Comércio varejista especializado de equipamentos de telefonia e comunicação
13940760000392,0,
13282532000100,3312103,Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação
13282532000100,3314704,Manutenção e reparação de compressores
13282532000100,3314707,Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial
13282532000100,3314710,Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente
13282532000100,4322302,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração"
13282532000100,4614100,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves"
13282532000100,4773300,Comércio varejista de artigos médicos e ortopédicos
13282532000100,4789099,Comércio varejista de outros produtos não especificados anteriormente
13282532000100,8299799,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
20451144000171,7020400,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica"
20451144000171,7311400,Agências de publicidade
20451144000171,7319004,Consultoria em publicidade
20451144000171,7319099,Outras atividades de publicidade não especificadas anteriormente
22141469000183,161099,Atividades de apoio à agricultura não especificadas anteriormente
22141469000183,3313902,"Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos"
22141469000183,4222702,Obras de irrigação
22141469000183,4619200,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
22141469000183,4642702,Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho
22141469000183,4661300,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças"
22141469000183,4692300,"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários"
22141469000183,4732600,Comércio varejista de lubrificantes
22141469000183,4771704,Comércio varejista de medicamentos veterinários
22141469000183,4789099,Comércio varejista de outros produtos não especificados anteriormente
22141469000183,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional"
22141469000183,7112000,Serviços de engenharia
22141469000183,8599699,Outras atividades de ensino não especificadas anteriormente
32024841000125,4530701,Comércio por atacado de peças e acessórios novos para veículos automotores
32024841000125,4530705,Comércio a varejo de pneumáticos e câmaras-de-ar
32024841000125,4732600,Comércio varejista de lubrificantes
33530486013883,6110803,Serviços de comunicação multimídia - SCM
33530486013883,6190602,Provedores de voz sobre protocolo internet - VOIP
00236805000139,9493600,Atividades de organizações associativas ligadas à cultura e à arte
00236805000139,9499500,Atividades associativas não especificadas anteriormente
28234263000184,3314708,"Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas"
28234263000184,4520001,Serviços de manutenção e reparação mecânica de veículos automotores
28234263000184,4520006,Serviços de borracharia para veículos automotores
28234263000184,4530705,Comércio a varejo de pneumáticos e câmaras-de-ar
28234263000184,4732600,Comércio varejista de lubrificantes
28234263000184,4742300,Comércio varejista de material elétrico
28234263000184,4744099,Comércio varejista de materiais de construção em geral
28234263000184,4761003,Comércio varejista de artigos de papelaria
09585596000103,4120400,Construção de edifícios
09585596000103,4211101,Construção de rodovias e ferrovias
09585596000103,4212000,Construção de obras de arte especiais
09585596000103,7112000,Serviços de engenharia
12377872000152,5912002,Serviços de mixagem sonora em produção audiovisual
12377872000152,5920100,Atividades de gravação de som e de edição de música
12377872000152,6462000,Holdings de instituições não-financeiras
12377872000152,7020400,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica"
12377872000152,7490104,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários"
12377872000152,7490105,"Agenciamento de profissionais para atividades esportivas, culturais e artísticas"
12377872000152,7739099,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador"
12377872000152,8230001,"Serviços de organização de feiras, congressos, exposições e festas"
12377872000152,9001906,Atividades de sonorização e de iluminação
12377872000152,9001999,"Artes cênicas, espetáculos e atividades complementares não especificadas anteriormente"
12377872000152,9003500,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas"
12377872000152,9319101,Produção e promoção de eventos esportivos
12377872000152,9329899,Outras atividades de recreação e lazer não especificadas anteriormente
33323257000133,2330302,Fabricação de artefatos de cimento para uso na construção
33323257000133,4211101,Construção de rodovias e ferrovias
33323257000133,4213800,"Obras de urbanização - ruas, praças e calçadas"
33323257000133,4299599,Outras obras de engenharia civil não especificadas anteriormente
33323257000133,4311802,Preparação de canteiro e limpeza de terreno
33323257000133,4313400,Obras de terraplenagem
33323257000133,4319300,Serviços de preparação do terreno não especificados anteriormente
33323257000133,4330404,Serviços de pintura de edifícios em geral
33323257000133,4399103,Obras de alvenaria
33323257000133,4399105,Perfuração e construção de poços de água
33323257000133,4399199,Serviços especializados para construção não especificados anteriormente
33323257000133,4744099,Comércio varejista de materiais de construção em geral
33323257000133,7711000,Locação de automóveis sem condutor
33323257000133,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes"
28337562000144,0,
30710330000131,9001902,Produção musical
30710330000131,4789003,Comércio varejista de objetos de arte
30710330000131,4756300,Comércio varejista especializado de instrumentos musicais e acessórios
40314752000141,4520002,Serviços de lanternagem ou funilaria e pintura de veículos automotores
40314752000141,4530703,Comércio a varejo de peças e acessórios novos para veículos automotores
40314752000141,4541206,Comércio a varejo de peças e acessórios novos para motocicletas e motonetas
40314752000141,4742300,Comércio varejista de material elétrico
01563351000173,3314712,Manutenção e reparação de tratores agrícolas
01563351000173,3314717,"Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores"
01563351000173,3321000,Instalação de máquinas e equipamentos industriais
01563351000173,4614100,"Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves"
01563351000173,4662100,"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças"
01563351000173,4692300,"Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários"
01563351000173,7490104,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários"
16907746000113,0,
17217332000125,8610101,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências"
17217332000125,8690999,Outras atividades de atenção à saúde humana não especificadas anteriormente
17217332000125,8621601,UTI móvel
17217332000125,8621602,"Serviços móveis de atendimento a urgências, exceto por UTI móvel"
17217332000125,8640203,Serviços de diálise e nefrologia
17217332000125,8640204,Serviços de tomografia
17217332000125,8640205,"Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia"
17217332000125,8640208,"Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos"
17217332000125,8640209,Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos
17217332000125,8640206,Serviços de ressonância magnética
17217332000125,8640210,Serviços de quimioterapia
17217332000125,8640212,Serviços de hemoterapia
17217332000125,8640299,Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente
17217332000125,8650001,Atividades de enfermagem
17217332000125,8650002,Atividades de profissionais da nutrição
17217332000125,8650004,Atividades de fisioterapia
17217332000125,8650006,Atividades de fonoaudiologia
17217332000125,8650007,Atividades de terapia de nutrição enteral e parenteral
17217332000125,8650099,Atividades de profissionais da área de saúde não especificadas anteriormente
17217332000125,8610102,Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências
17217332000125,8630504,Atividade odontológica
17217332000125,3250703,Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda
17217332000125,8630503,Atividade médica ambulatorial restrita a consultas
17217332000125,8630599,Atividades de atenção ambulatorial não especificadas anteriormente
17217332000125,8640202,Laboratórios clínicos
17217332000125,8660700,Atividades de apoio à gestão de saúde
12685355000140,0,
00394460005887,0,
06913068000148,4712100,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
06913068000148,4729699,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
06913068000148,5611203,"Lanchonetes, casas de chá, de sucos e similares"
06913068000148,5620101,Fornecimento de alimentos preparados preponderantemente para empresas
06913068000148,5620104,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar
03691012000106,4754702,Comércio varejista de artigos de colchoaria
03691012000106,4753900,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
10608700000117,0,
14702767000177,0,
28898386000110,1321900,Tecelagem de fios de algodão
28898386000110,1340599,"Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário"
28898386000110,1351100,Fabricação de artefatos têxteis para uso doméstico
28898386000110,1411801,Confecção de roupas íntimas
28898386000110,1412601,"Confecção de peças de vestuário, exceto roupas íntimas e as confeccionadas sob medida"
28898386000110,1412602,"Confecção, sob medida, de peças do vestuário, exceto roupas íntimas"
28898386000110,1413402,"Confecção, sob medida, de roupas profissionais"
28898386000110,1521100,"Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material"
28898386000110,1813099,Impressão de material para outros usos
28898386000110,1822901,Serviços de encadernação e plastificação
